transaction_id,transaction_date,raw_description,amount,raw_vendor,true_category,currency
TXN-000247,2025-02-03,Lambda function executions - 2M invocations - [INITIATIVE-BETA],16835.91,AMZN WEB SVCS,cloud,USD
TXN-000248,2025-03-16,Google Cloud Run - container deployment,938.17,Oracle Corp,cloud,USD
TXN-000249,2025-07-05,Dell OptiPlex 7090 desktops - IT department - H1 completion,424.35,CDW Corporation,office,USD
TXN-000250,2024-12-18,HP LaserJet Pro printers - floor 3 & 4 - year-end procurement,2911.59,Staples Inc,office,USD
TXN-000251,2025-01-22,Cloud migration strategy and roadmap - Q4 budget spend,23899.43,EY Consulting,consulting,USD
TXN-000252,2025-06-11,Ergonomic office chairs - Herman Miller Aeron x12 - mid-year refresh,386.64,Best Buy Business,office,USD
TXN-000253,2025-05-03,Uber for Business - monthly corporate account,355.29,Hilton Hotels,travel,USD
TXN-000254,2025-01-22,IntelliJ IDEA Ultimate - developer licenses,8359.78,Microsoft Corp,software,USD
TXN-000255,2024-12-16,IntelliJ IDEA Ultimate - developer licenses - year-end procurement,17282.13,Atlassian Corp,software,USD
TXN-000256,2024-08-12,Enterprise car rental - client site visits Chicago,2564.77,Delta Air Lines,travel,USD
TXN-000257,2025-07-28,DocuSign Business Pro - 1000 envelopes/month - summer initiative,2247.72,Slack Technologies,software,USD
TXN-000258,2025-07-15,Data governance framework implementation - mid-year refresh,141711.2,Deloitte Consulting,consulting,USD
TXN-000259,2025-07-29,Agile transformation coaching - 3 teams - mid-year refresh,162203.32,McKinsey & Co,consulting,USD
TXN-000260,2024-10-08,Dell OptiPlex 7090 desktops - IT department - INV-72650,189.07,Best Buy Business,office,USD
TXN-000261,2024-01-25,Office 365 E5 licenses - 250 users,170.98,Zoom Video,software,USD
TXN-000262,2024-01-24,IntelliJ IDEA Ultimate - developer licenses - year-end procurement,2280.18,Zoom Video,software,USD
TXN-000263,2024-10-15,United domestic flights - consultant travel - for R&D dept,4784.13,Enterprise Rent-A-Car,travel,USD
TXN-000264,2025-04-21,Uber for Business - monthly corporate account - for R&D dept,7044.03,American Airlines,travel,USD
TXN-000265,2025-02-22,IntelliJ IDEA Ultimate - developer licenses,21433.24,Adobe Inc,software,USD
TXN-000266,2024-12-03,Lambda function executions - 2M invocations,6261.8,AMZN WEB SVCS,cloud,USD
TXN-000267,2025-03-15,Round-trip flights SFO-NYC - Q4 board meeting,654.95,Enterprise Rent-A-Car,travel,USD
TXN-000268,2024-10-12,Cloud migration strategy and roadmap - [EXPANSION-EU],71510.05,KPMG Services,consulting,USD
TXN-000269,2024-11-02,Agile transformation coaching - 3 teams - for IT dept,98748.03,Deloitte Consulting,consulting,USD
TXN-000270,2024-09-26,"Conference room whiteboards - interactive 75"" - for HR dept",4051.54,Office Depot,office,USD
TXN-000271,2024-09-08,Google Cloud Run - container deployment - for Marketing dept,3504.3,IBM CLOUD,cloud,USD
TXN-000272,2025-07-12,Azure Storage Account - blob storage 500GB,22230.34,GOOG CLOUD,cloud,USD
TXN-000273,2024-08-26,Data governance framework implementation - [EXPANSION-EU],140322.78,PwC Advisory,consulting,USD
TXN-000274,2025-05-29,Round-trip flights SFO-NYC - Q4 board meeting - INVOICE-31910,6387.67,Hilton Hotels,travel,USD
TXN-000275,2025-04-02,Google Cloud Run - container deployment,18662.85,Salesforce.com,cloud,USD
TXN-000276,2024-11-18,United domestic flights - consultant travel - [COMPLIANCE-2024],6502.06,Marriott Hotels,travel,USD
TXN-000277,2025-01-14,Google Cloud Run - container deployment - year-end procurement,6607.35,Oracle Corp,cloud,USD
TXN-000278,2024-12-23,Adobe Creative Cloud for Teams - 50 seats - Q4 budget spend,157.54,JetBrains s.r.o.,software,USD
TXN-000279,2024-12-25,DocuSign Business Pro - 1000 envelopes/month - annual renewal,437.14,Atlassian Corp,software,USD
TXN-000280,2024-11-22,Network switches - Cisco Catalyst 48-port,268.01,CDW Corporation,office,USD
TXN-000281,2025-04-07,Round-trip flights SFO-NYC - Q4 board meeting,217.37,Hilton Hotels,travel,USD
TXN-000282,2024-08-29,Digital transformation strategy - Phase 1 - for Legal dept,8683.52,Accenture LLP,consulting,USD
TXN-000283,2024-01-13,Office 365 E5 licenses - 250 users - year-end procurement,19979.22,Atlassian Corp,software,USD
TXN-000284,2025-08-08,Business process reengineering - finance dept - [WORKSTREAM-GAMMA],139160.15,KPMG Services,consulting,USD
TXN-000285,2025-01-08,Delta business class - executive team offsite - annual renewal,2368.03,Uber Technologies,travel,USD
TXN-000286,2025-02-02,Hilton Garden Inn - sales team training week,3036.74,Uber Technologies,travel,USD
TXN-000287,2024-12-09,Zoom Business Pro - 500 participants,24767.22,Zoom Video,software,USD
TXN-000288,2024-12-01,Enterprise car rental - client site visits Chicago,6606.42,Marriott Hotels,travel,USD
TXN-000289,2025-04-21,Uber for Business - monthly corporate account,4715.84,Enterprise Rent-A-Car,travel,USD
TXN-000290,2024-01-16,Adobe Creative Cloud for Teams - 50 seats,18152.29,Slack Technologies,software,USD
TXN-000291,2025-02-24,Atlassian JIRA Software - 100 users - #48541,2098.78,Zoom Video,software,USD
TXN-000292,2025-01-13,Ergonomic office chairs - Herman Miller Aeron x12 - for HR dept,2668.74,Office Depot,office,USD
TXN-000293,2024-09-23,SAP implementation consulting - 6 months - [COST-OPTIMIZE],25821.41,Accenture LLP,consulting,USD
TXN-000294,2024-10-02,Delta business class - executive team offsite,295.06,Uber Technologies,travel,USD
TXN-000295,2025-03-01,Network switches - Cisco Catalyst 48-port - for R&D dept,52.1,Costco Wholesale,office,USD
TXN-000296,2024-10-15,Cybersecurity risk assessment and remediation - BILL-15992,87838.53,KPMG Services,consulting,USD
TXN-000297,2025-05-08,Dell OptiPlex 7090 desktops - IT department,1356.83,CDW Corporation,office,USD
TXN-000298,2025-08-01,"Conference room whiteboards - interactive 75"" - for R&D dept",4574.47,Staples Inc,office,USD
TXN-000299,2024-09-08,Ergonomic office chairs - Herman Miller Aeron x12 - for R&D dept,165.11,CDW Corporation,office,USD
TXN-000300,2024-08-26,Lenovo ThinkPad laptops - new employee setup - INV-65164,4837.53,Staples Inc,office,USD
TXN-000301,2024-12-01,Dell OptiPlex 7090 desktops - IT department,280.21,Staples Inc,office,USD
TXN-000302,2025-04-28,Agile transformation coaching - 3 teams,32721.07,Accenture LLP,consulting,USD
TXN-000303,2025-06-22,Enterprise car rental - client site visits Chicago,496.46,Enterprise Rent-A-Car,travel,USD
TXN-000304,2024-12-14,Zoom Business Pro - 500 participants - annual renewal,4159.3,JetBrains s.r.o.,software,USD
TXN-000305,2024-12-06,Office 365 E5 licenses - 250 users,10366.19,Atlassian Corp,software,USD
TXN-000306,2025-07-13,Network switches - Cisco Catalyst 48-port - REF:64529,4356.68,Costco Wholesale,office,USD
TXN-000307,2025-06-07,Business process reengineering - finance dept - [EXPANSION-EU],78602.03,PwC Advisory,consulting,USD
TXN-000308,2025-02-20,Hilton Garden Inn - sales team training week,4119.92,Uber Technologies,travel,USD
TXN-000309,2024-09-18,Lambda function executions - 2M invocations,13877.74,IBM CLOUD,cloud,USD
TXN-000310,2025-05-20,AWS EC2 t3.large instances - us-east-1,2520.03,AMZN WEB SVCS,cloud,USD
TXN-000311,2025-07-03,IntelliJ IDEA Ultimate - developer licenses - summer initiative,1502.18,Atlassian Corp,software,USD
TXN-000312,2025-01-18,Standing desks - adjustable height x15,103.42,Amazon Business,office,USD
TXN-000313,2024-12-22,Enterprise car rental - client site visits Chicago - INVOICE-17113,4034.26,Enterprise Rent-A-Car,travel,USD
TXN-000314,2024-12-18,Slack Pro workspace - unlimited history - INV-23935,281.01,Zoom Video,software,USD
TXN-000315,2025-04-24,Lambda function executions - 2M invocations - for Finance dept,2719.03,GOOG CLOUD,cloud,USD
TXN-000316,2024-12-21,CloudFront CDN bandwidth - 10TB transfer - Q4 budget spend,5327.27,Salesforce.com,cloud,USD
TXN-000317,2024-10-20,Marriott downtown Seattle - tech conference 3 nights - REF:96182,7550.91,Marriott Hotels,travel,USD
TXN-000318,2025-03-15,Standing desks - adjustable height x15,2405.94,Best Buy Business,office,USD
TXN-000319,2024-11-02,Uber for Business - monthly corporate account - REF:37487,4569.55,United Airlines,travel,USD
TXN-000320,2024-10-29,Business process reengineering - finance dept - [COMPLIANCE-2024],53212.65,PwC Advisory,consulting,USD
TXN-000321,2025-05-02,Google Cloud Run - container deployment - for Finance dept,338.41,Oracle Corp,cloud,USD
TXN-000322,2024-12-24,AWS EC2 t3.large instances - us-east-1 - year-end procurement,2826.01,Salesforce.com,cloud,USD
TXN-000323,2024-08-23,Uber for Business - monthly corporate account,2525.48,Marriott Hotels,travel,USD
TXN-000324,2024-09-22,Zoom Business Pro - 500 participants,3846.51,Slack Technologies,software,USD
TXN-000325,2025-03-15,Delta business class - executive team offsite,643.07,Hilton Hotels,travel,USD
TXN-000326,2024-10-17,Kubernetes cluster - 5 worker nodes - #53327,252.82,IBM CLOUD,cloud,USD
TXN-000327,2024-12-03,DocuSign Business Pro - 1000 envelopes/month - year-end procurement,17312.17,Slack Technologies,software,USD
TXN-000328,2024-09-07,HP LaserJet Pro printers - floor 3 & 4 - INVOICE-48479,291.67,Best Buy Business,office,USD
TXN-000329,2024-12-27,Marriott downtown Seattle - tech conference 3 nights - year-end procurement,2228.46,Uber Technologies,travel,USD
TXN-000330,2025-07-31,Slack Pro workspace - unlimited history - summer initiative,12717.52,JetBrains s.r.o.,software,USD
TXN-000331,2024-11-12,Digital transformation strategy - Phase 1 - [INITIATIVE-BETA],95924.35,Accenture LLP,consulting,USD
TXN-000332,2024-09-15,Data governance framework implementation,67718.23,PwC Advisory,consulting,USD
TXN-000333,2024-10-22,Kubernetes cluster - 5 worker nodes - #43901,295.22,AMZN WEB SVCS,cloud,USD
TXN-000334,2024-10-17,Office 365 E5 licenses - 250 users - [INITIATIVE-BETA],5117.98,Microsoft Corp,software,USD
TXN-000335,2024-11-12,Adobe Creative Cloud for Teams - 50 seats - for R&D dept,470.68,DocuSign Inc,software,USD
TXN-000336,2024-10-11,Lambda function executions - 2M invocations,8710.14,Oracle Corp,cloud,USD
TXN-000337,2024-12-07,Office 365 E5 licenses - 250 users,265.06,Adobe Inc,software,USD
TXN-000338,2025-06-23,Marriott downtown Seattle - tech conference 3 nights - mid-year refresh,960.92,Marriott Hotels,travel,USD
TXN-000339,2024-12-25,Cybersecurity risk assessment and remediation - annual renewal,19188.53,Deloitte Consulting,consulting,USD
TXN-000340,2024-09-18,Standing desks - adjustable height x15 - for R&D dept,5658.31,Office Depot,office,USD
TXN-000341,2024-09-16,"Conference room whiteboards - interactive 75"" - INVOICE-46780",211.43,Costco Wholesale,office,USD
TXN-000342,2025-01-17,Kubernetes cluster - 5 worker nodes - Q4 budget spend,21814.92,AMZN WEB SVCS,cloud,USD
TXN-000343,2025-06-05,Business process reengineering - finance dept - mid-year refresh,68486.25,Accenture LLP,consulting,USD
TXN-000344,2024-10-27,Hilton Garden Inn - sales team training week,299.51,Enterprise Rent-A-Car,travel,USD
TXN-000345,2025-02-04,Dell OptiPlex 7090 desktops - IT department - REF:37102,2403.68,Amazon Business,office,USD
TXN-000346,2024-09-22,Network switches - Cisco Catalyst 48-port - REF:44513,4238.7,Staples Inc,office,USD
TXN-000347,2025-04-20,Slack Pro workspace - unlimited history,4259.61,Slack Technologies,software,USD
TXN-000348,2025-04-17,Office 365 E5 licenses - 250 users - for HR dept,417.06,JetBrains s.r.o.,software,USD
TXN-000349,2025-06-15,Delta business class - executive team offsite - H1 completion,2254.44,Enterprise Rent-A-Car,travel,USD
TXN-000350,2024-09-24,"Conference room whiteboards - interactive 75""",159.65,Staples Inc,office,USD
TXN-000351,2024-09-08,United domestic flights - consultant travel,3093.1,Marriott Hotels,travel,USD
TXN-000352,2025-05-11,"Conference room whiteboards - interactive 75"" - for R&D dept",4712.55,Office Depot,office,USD
TXN-000353,2025-05-01,Hilton Garden Inn - sales team training week,241.31,Hilton Hotels,travel,USD
TXN-000354,2025-07-24,Network switches - Cisco Catalyst 48-port - for Marketing dept,13819.3,Office Depot,office,USD
TXN-000355,2024-11-18,Delta business class - executive team offsite,2863.02,Uber Technologies,travel,USD
TXN-000356,2024-10-22,Ergonomic office chairs - Herman Miller Aeron x12 - INVOICE-72539,13894.31,Costco Wholesale,office,USD
TXN-000357,2024-01-13,Zoom Business Pro - 500 participants - year-end procurement,5142.28,Adobe Inc,software,USD
TXN-000358,2025-02-06,"Conference room whiteboards - interactive 75"" - [DIGITAL-TRANSFORM]",9433.26,CDW Corporation,office,USD
TXN-000359,2025-02-17,Data governance framework implementation - [COMPLIANCE-2024],198563.53,Accenture LLP,consulting,USD
TXN-000360,2024-11-04,"Conference room whiteboards - interactive 75""",750.7,CDW Corporation,office,USD
TXN-000361,2024-12-14,Cloud migration strategy and roadmap - Q4 budget spend,14645.7,BCG Inc,consulting,USD
TXN-000362,2025-05-15,Lenovo ThinkPad laptops - new employee setup - for Legal dept,345.28,Best Buy Business,office,USD
TXN-000363,2025-05-18,Agile transformation coaching - 3 teams - INV-95854,162306.22,Deloitte Consulting,consulting,USD
TXN-000364,2024-08-17,Ergonomic office chairs - Herman Miller Aeron x12,351.35,Amazon Business,office,USD
TXN-000365,2025-05-05,Delta business class - executive team offsite,4382.54,Hilton Hotels,travel,USD
TXN-000366,2024-01-26,Slack Pro workspace - unlimited history,979.09,Adobe Inc,software,USD
TXN-000367,2025-02-20,United domestic flights - consultant travel,616.52,United Airlines,travel,USD
TXN-000368,2025-04-22,Uber for Business - monthly corporate account,3337.77,Uber Technologies,travel,USD
TXN-000369,2025-03-18,Ergonomic office chairs - Herman Miller Aeron x12 - INV-54825,282.43,Amazon Business,office,USD
TXN-000370,2025-05-07,IntelliJ IDEA Ultimate - developer licenses,23942.36,Adobe Inc,software,USD
TXN-000371,2024-09-07,Delta business class - executive team offsite - [PROJECT-ALPHA],7600.94,United Airlines,travel,USD
TXN-000372,2024-12-04,Adobe Creative Cloud for Teams - 50 seats,22619.74,Slack Technologies,software,USD
TXN-000373,2024-12-21,Ergonomic office chairs - Herman Miller Aeron x12 - year-end procurement,64.65,Best Buy Business,office,USD
TXN-000374,2025-05-09,Cloud migration strategy and roadmap - REF:71780,34526.17,BCG Inc,consulting,USD
TXN-000375,2024-12-25,SAP implementation consulting - 6 months,37338.58,BCG Inc,consulting,USD
TXN-000376,2025-05-28,IntelliJ IDEA Ultimate - developer licenses - for Marketing dept,194.32,DocuSign Inc,software,USD
TXN-000377,2024-08-24,Dell OptiPlex 7090 desktops - IT department - #43330,162.94,Amazon Business,office,USD
TXN-000378,2024-01-12,DocuSign Business Pro - 1000 envelopes/month - Q4 budget spend,3008.71,Atlassian Corp,software,USD
TXN-000379,2024-12-06,United domestic flights - consultant travel - annual renewal,4625.45,Delta Air Lines,travel,USD
TXN-000380,2025-01-09,Lenovo ThinkPad laptops - new employee setup,2670.64,CDW Corporation,office,USD
TXN-000381,2025-03-29,RDS MySQL database - db.r5.xlarge - BILL-68313,19101.22,MSFT AZURE,cloud,USD
TXN-000382,2025-04-06,Lenovo ThinkPad laptops - new employee setup - [INITIATIVE-BETA],11733.27,Office Depot,office,USD
TXN-000383,2025-06-30,Lenovo ThinkPad laptops - new employee setup - H1 completion,394.25,Best Buy Business,office,USD
TXN-000384,2024-12-28,Atlassian JIRA Software - 100 users,350.59,JetBrains s.r.o.,software,USD
TXN-000385,2024-12-22,Zoom Business Pro - 500 participants - Q4 budget spend,277.94,Slack Technologies,software,USD
TXN-000386,2024-12-29,Enterprise car rental - client site visits Chicago - annual renewal,745.35,United Airlines,travel,USD
TXN-000387,2024-12-26,Atlassian JIRA Software - 100 users - year-end procurement,537.43,Atlassian Corp,software,USD
TXN-000388,2025-01-25,Network switches - Cisco Catalyst 48-port - #20382,11579.26,Best Buy Business,office,USD
TXN-000389,2025-05-11,Adobe Creative Cloud for Teams - 50 seats - #93478,359.38,Atlassian Corp,software,USD
TXN-000390,2025-06-21,Cybersecurity risk assessment and remediation - mid-year refresh,5193.95,Accenture LLP,consulting,USD
TXN-000391,2025-07-27,Atlassian JIRA Software - 100 users - INV-29148,4097.58,JetBrains s.r.o.,software,USD
TXN-000392,2025-06-11,Data governance framework implementation - H1 completion,13956.99,McKinsey & Co,consulting,USD
TXN-000393,2025-02-28,Azure Storage Account - blob storage 500GB - for Operations dept,2854.91,Oracle Corp,cloud,USD
TXN-000394,2025-04-23,Ergonomic office chairs - Herman Miller Aeron x12 - BILL-66906,3625.05,CDW Corporation,office,USD
TXN-000395,2024-08-25,"Conference room whiteboards - interactive 75"" - for IT dept",604.98,Office Depot,office,USD
TXN-000396,2025-06-09,Lambda function executions - 2M invocations - summer initiative,662.17,AMZN WEB SVCS,cloud,USD
TXN-000397,2024-12-07,CloudFront CDN bandwidth - 10TB transfer - annual renewal,691.1,Salesforce.com,cloud,USD
TXN-000398,2024-11-02,Marriott downtown Seattle - tech conference 3 nights,7338.31,United Airlines,travel,USD
TXN-000399,2025-05-10,Round-trip flights SFO-NYC - Q4 board meeting - for R&D dept,5529.79,United Airlines,travel,USD
TXN-000400,2025-02-28,Business process reengineering - finance dept - [COST-OPTIMIZE],60944.05,PwC Advisory,consulting,USD
TXN-000401,2024-09-10,Business process reengineering - finance dept - [AI-PILOT],20925.22,Deloitte Consulting,consulting,USD
TXN-000402,2025-07-03,Delta business class - executive team offsite,2846.46,Enterprise Rent-A-Car,travel,USD
TXN-000403,2025-07-23,Lenovo ThinkPad laptops - new employee setup,10403.2,Amazon Business,office,USD
TXN-000404,2024-09-10,Azure Storage Account - blob storage 500GB,11220.83,AMZN WEB SVCS,cloud,USD
TXN-000405,2025-05-19,United domestic flights - consultant travel - REF:62632,604.7,United Airlines,travel,USD
TXN-000406,2025-01-04,DocuSign Business Pro - 1000 envelopes/month - year-end procurement,4985.83,Atlassian Corp,software,USD
TXN-000407,2025-01-21,Ergonomic office chairs - Herman Miller Aeron x12 - Q4 budget spend,1135.22,Best Buy Business,office,USD
TXN-000408,2025-08-01,Data governance framework implementation - [DIGITAL-TRANSFORM],74063.67,Accenture LLP,consulting,USD
TXN-000409,2025-04-07,Azure Storage Account - blob storage 500GB - [DIGITAL-TRANSFORM],12504.8,AMZN WEB SVCS,cloud,USD
TXN-000410,2024-08-18,RDS MySQL database - db.r5.xlarge,16300.7,Salesforce.com,cloud,USD
TXN-000411,2025-01-02,Delta business class - executive team offsite - year-end procurement,923.03,Marriott Hotels,travel,USD
TXN-000412,2025-02-26,"Conference room whiteboards - interactive 75""",187.15,Staples Inc,office,USD
TXN-000413,2025-03-17,Network switches - Cisco Catalyst 48-port,1938.14,Costco Wholesale,office,USD
TXN-000414,2025-06-07,United domestic flights - consultant travel - mid-year refresh,5172.46,Marriott Hotels,travel,USD
TXN-000415,2025-01-04,Enterprise car rental - client site visits Chicago - annual renewal,1953.35,Hilton Hotels,travel,USD
TXN-000416,2025-03-09,Dell OptiPlex 7090 desktops - IT department,206.74,Amazon Business,office,USD
TXN-000417,2024-08-27,HP LaserJet Pro printers - floor 3 & 4 - INV-21247,115.62,Best Buy Business,office,USD
TXN-000418,2024-01-24,Slack Pro workspace - unlimited history - annual renewal,4119.26,Microsoft Corp,software,USD
TXN-000419,2025-07-13,Google Cloud Run - container deployment,957.91,IBM CLOUD,cloud,USD
TXN-000420,2025-06-18,AWS EC2 t3.large instances - us-east-1 - H1 completion,5809.38,IBM CLOUD,cloud,USD
TXN-000421,2025-06-28,Marriott downtown Seattle - tech conference 3 nights,7333.86,Enterprise Rent-A-Car,travel,USD
TXN-000422,2025-05-24,AWS EC2 t3.large instances - us-east-1 - BILL-56125,4941.2,AMZN WEB SVCS,cloud,USD
TXN-000423,2024-11-01,Google Cloud Run - container deployment - #54798,534.98,Salesforce.com,cloud,USD
TXN-000424,2024-10-23,Marriott downtown Seattle - tech conference 3 nights,567.47,Enterprise Rent-A-Car,travel,USD
TXN-000425,2024-11-08,Uber for Business - monthly corporate account,6262.36,United Airlines,travel,USD
TXN-000426,2024-10-27,Marriott downtown Seattle - tech conference 3 nights,6850.25,Delta Air Lines,travel,USD
TXN-000427,2024-12-29,CloudFront CDN bandwidth - 10TB transfer,7823.82,DigitalOcean LLC,cloud,USD
TXN-000428,2025-04-16,Uber for Business - monthly corporate account - for Legal dept,360.12,Hilton Hotels,travel,USD
TXN-000429,2025-07-27,Business process reengineering - finance dept - mid-year refresh,8874.6,EY Consulting,consulting,USD
TXN-000430,2024-12-05,Agile transformation coaching - 3 teams - [COST-OPTIMIZE],129910.65,Deloitte Consulting,consulting,USD
TXN-000431,2024-10-24,Hilton Garden Inn - sales team training week,4970.75,Enterprise Rent-A-Car,travel,USD
TXN-000432,2024-11-20,RDS MySQL database - db.r5.xlarge,342.11,Oracle Corp,cloud,USD
TXN-000433,2024-12-19,Azure Storage Account - blob storage 500GB - Q4 budget spend,4087.26,MSFT AZURE,cloud,USD
TXN-000434,2025-05-12,Data governance framework implementation - [AI-PILOT],13298.94,BCG Inc,consulting,USD
TXN-000435,2025-06-10,Ergonomic office chairs - Herman Miller Aeron x12 - for R&D dept,162.54,Staples Inc,office,USD
TXN-000436,2024-10-27,United domestic flights - consultant travel - for Legal dept,1637.34,Delta Air Lines,travel,USD
TXN-000437,2025-05-12,Ergonomic office chairs - Herman Miller Aeron x12 - for Legal dept,8355.1,Amazon Business,office,USD
TXN-000438,2025-04-23,"Conference room whiteboards - interactive 75""",294.58,Costco Wholesale,office,USD
TXN-000439,2024-09-29,Lenovo ThinkPad laptops - new employee setup,516.43,Staples Inc,office,USD
TXN-000440,2024-09-05,RDS MySQL database - db.r5.xlarge - for IT dept,392.73,MSFT AZURE,cloud,USD
TXN-000441,2024-10-23,Data governance framework implementation - REF:69682,161439.2,McKinsey & Co,consulting,USD
TXN-000442,2024-12-05,Office 365 E5 licenses - 250 users - [DIGITAL-TRANSFORM],20168.84,Atlassian Corp,software,USD
TXN-000443,2024-08-25,Hilton Garden Inn - sales team training week,3438.35,Enterprise Rent-A-Car,travel,USD
TXN-000444,2024-01-20,Slack Pro workspace - unlimited history - year-end procurement,15507.82,JetBrains s.r.o.,software,USD
TXN-000445,2024-12-17,Uber for Business - monthly corporate account - Q4 budget spend,625.15,Delta Air Lines,travel,USD
TXN-000446,2025-08-07,Lenovo ThinkPad laptops - new employee setup - BILL-46913,70.47,Costco Wholesale,office,USD
TXN-000447,2025-07-29,Kubernetes cluster - 5 worker nodes,20314.74,AMZN WEB SVCS,cloud,USD
TXN-000448,2024-12-19,Data governance framework implementation - annual renewal,42637.08,BCG Inc,consulting,USD
TXN-000449,2025-07-10,Marriott downtown Seattle - tech conference 3 nights - summer initiative,2070.27,Hilton Hotels,travel,USD
TXN-000450,2024-08-16,United domestic flights - consultant travel - BILL-14145,2109.42,Hilton Hotels,travel,USD
TXN-000451,2024-01-25,Adobe Creative Cloud for Teams - 50 seats - annual renewal,431.78,JetBrains s.r.o.,software,USD
TXN-000452,2025-03-07,United domestic flights - consultant travel - [COST-OPTIMIZE],6662.21,Delta Air Lines,travel,USD
TXN-000453,2024-08-26,Network switches - Cisco Catalyst 48-port,371.15,Costco Wholesale,office,USD
TXN-000454,2024-09-19,Azure Storage Account - blob storage 500GB,6346.11,Oracle Corp,cloud,USD
TXN-000455,2024-10-30,RDS MySQL database - db.r5.xlarge - REF:55916,8259.36,GOOG CLOUD,cloud,USD
TXN-000456,2024-12-28,Round-trip flights SFO-NYC - Q4 board meeting - Q4 budget spend,7461.22,Delta Air Lines,travel,USD
TXN-000457,2024-12-27,Cloud migration strategy and roadmap,179521.8,KPMG Services,consulting,USD
TXN-000458,2024-12-22,Enterprise car rental - client site visits Chicago - year-end procurement,255.75,Delta Air Lines,travel,USD
TXN-000459,2025-05-11,Agile transformation coaching - 3 teams - [COST-OPTIMIZE],52016.53,McKinsey & Co,consulting,USD
TXN-000460,2025-02-15,RDS MySQL database - db.r5.xlarge,4611.24,IBM CLOUD,cloud,USD
TXN-000461,2024-11-13,Standing desks - adjustable height x15,1314.67,CDW Corporation,office,USD
TXN-000462,2025-04-28,United domestic flights - consultant travel,2942.56,Delta Air Lines,travel,USD
TXN-000463,2024-09-04,Ergonomic office chairs - Herman Miller Aeron x12 - #88128,5833.85,Best Buy Business,office,USD
TXN-000464,2025-01-30,Cybersecurity risk assessment and remediation,88593.08,Accenture LLP,consulting,USD
TXN-000465,2024-12-24,Hilton Garden Inn - sales team training week - Q4 budget spend,581.68,Uber Technologies,travel,USD
TXN-000466,2025-02-17,Office 365 E5 licenses - 250 users,3558.02,Slack Technologies,software,USD
TXN-000467,2025-07-16,Round-trip flights SFO-NYC - Q4 board meeting - summer initiative,3312.05,Marriott Hotels,travel,USD
TXN-000468,2025-01-29,Lambda function executions - 2M invocations - year-end procurement,18628.64,MSFT AZURE,cloud,USD
TXN-000469,2024-09-03,Marriott downtown Seattle - tech conference 3 nights - INV-19403,1592.63,Marriott Hotels,travel,USD
TXN-000470,2024-10-07,Lambda function executions - 2M invocations,15752.49,MSFT AZURE,cloud,USD
TXN-000471,2025-04-13,Lenovo ThinkPad laptops - new employee setup,1561.93,Amazon Business,office,USD
TXN-000472,2025-02-05,Round-trip flights SFO-NYC - Q4 board meeting,5840.75,Hilton Hotels,travel,USD
TXN-000473,2024-09-07,Zoom Business Pro - 500 participants - REF:93058,306.78,JetBrains s.r.o.,software,USD
TXN-000474,2025-02-24,IntelliJ IDEA Ultimate - developer licenses,2609.91,Slack Technologies,software,USD
TXN-000475,2024-01-22,Atlassian JIRA Software - 100 users,17586.0,Zoom Video,software,USD
TXN-000476,2024-10-07,Adobe Creative Cloud for Teams - 50 seats,153.02,Atlassian Corp,software,USD
TXN-000477,2025-05-12,Network switches - Cisco Catalyst 48-port,1153.13,Amazon Business,office,USD
TXN-000478,2025-04-13,Uber for Business - monthly corporate account,1891.09,Uber Technologies,travel,USD
TXN-000479,2025-07-17,SAP implementation consulting - 6 months,12343.61,PwC Advisory,consulting,USD
TXN-000480,2024-11-14,United domestic flights - consultant travel - for Legal dept,427.88,Delta Air Lines,travel,USD
TXN-000481,2025-01-03,Hilton Garden Inn - sales team training week - annual renewal,1014.2,Enterprise Rent-A-Car,travel,USD
TXN-000482,2025-04-11,CloudFront CDN bandwidth - 10TB transfer,21143.57,GOOG CLOUD,cloud,USD
TXN-000483,2024-01-22,IntelliJ IDEA Ultimate - developer licenses - year-end procurement,538.14,Slack Technologies,software,USD
TXN-000484,2024-08-15,Round-trip flights SFO-NYC - Q4 board meeting,736.38,Enterprise Rent-A-Car,travel,USD
TXN-000485,2025-03-15,Delta business class - executive team offsite,2771.2,Uber Technologies,travel,USD
TXN-000486,2024-01-09,DocuSign Business Pro - 1000 envelopes/month - Q4 budget spend,4565.26,DocuSign Inc,software,USD
TXN-000487,2025-05-13,Agile transformation coaching - 3 teams - #80861,73765.32,BCG Inc,consulting,USD
TXN-000488,2024-12-05,Zoom Business Pro - 500 participants - annual renewal,816.86,Microsoft Corp,software,USD
TXN-000489,2024-12-04,Business process reengineering - finance dept,75462.97,KPMG Services,consulting,USD
TXN-000490,2025-06-11,RDS MySQL database - db.r5.xlarge - summer initiative,3998.76,Oracle Corp,cloud,USD
TXN-000491,2025-02-19,Ergonomic office chairs - Herman Miller Aeron x12,4088.0,Staples Inc,office,USD
TXN-000492,2024-12-04,Zoom Business Pro - 500 participants - year-end procurement,24350.26,Zoom Video,software,USD
TXN-000493,2025-01-25,Digital transformation strategy - Phase 1,58184.34,Deloitte Consulting,consulting,USD
TXN-000494,2025-01-17,Ergonomic office chairs - Herman Miller Aeron x12 - annual renewal,66.67,Staples Inc,office,USD
TXN-000495,2025-08-03,Delta business class - executive team offsite,3707.95,Delta Air Lines,travel,USD
